,Id,Pred,Season,team0,team1,wins0,wins1,avg_fgm0,avg_fgm1,std_fgm0,std_fgm1,avg_fga0,avg_fga1,std_fga0,std_fga1,avg_fgm30,avg_fgm31,std_fgm30,std_fgm31,avg_fga30,avg_fga31,std_fga30,std_fga31,avg_ftm0,avg_ftm1,std_ftm0,std_ftm1,avg_fta0,avg_fta1,std_fta0,std_fta1,avg_or0,avg_or1,std_or0,std_or1,avg_dr0,avg_dr1,std_dr0,std_dr1,avg_ast0,avg_ast1,std_ast0,std_ast1,avg_to0,avg_to1,std_to0,std_to1,avg_stl0,avg_stl1,std_stl0,std_stl1,avg_blk0,avg_blk1,std_blk0,std_blk1,avg_pf0,avg_pf1,std_pf0,std_pf1,ftr0,ftr1,efg0,efg1,to_p0,to_p1,orp0,orp1
5961,2014_1257_1417,0.5,2014,1257,1417,29,26,28.91,29.06,4.78,5.37,61.03,59.29,6.58,5.28,8.06,6.38,3.88,2.5,21.71,16.32,5.7,4.72,16.24,17.32,6.8,5.55,24.65,23.12,7.51,6.35,13.71,10.09,3.66,2.55,24.18,25.56,4.65,4.75,15.68,17.21,4.62,4.01,10.29,10.53,3.12,2.5,10.12,9.38,3.65,2.92,4.62,2.88,1.78,1.65,19.5,17.74,4.27,4.36,0.41,0.4,0.54,0.55,0.23,0.23,0.37,0.31
5962,2014_1257_1418,0.5,2014,1257,1418,29,20,28.91,27.39,4.78,4.14,61.03,59.74,6.58,6.9,8.06,7.23,3.88,2.77,21.71,19.32,5.7,5.19,16.24,17.84,6.8,6.36,24.65,26.84,7.51,9.04,13.71,13.65,3.66,4.02,24.18,24.19,4.65,5.77,15.68,13.1,4.62,3.44,10.29,13.87,3.12,3.82,10.12,7.0,3.65,3.01,4.62,3.94,1.78,2.48,19.5,21.16,4.27,4.31,0.41,0.46,0.54,0.52,0.23,0.34,0.37,0.36
5963,2014_1257_1433,0.5,2014,1257,1433,29,26,28.91,26.24,4.78,3.9,61.03,62.68,6.58,5.85,8.06,7.41,3.88,2.81,21.71,21.26,5.7,4.96,16.24,15.09,6.8,7.87,24.65,22.38,7.51,10.01,13.71,14.15,3.66,4.86,24.18,23.74,4.65,4.62,15.68,13.12,4.62,4.28,10.29,12.26,3.12,3.53,10.12,11.18,3.65,3.86,4.62,4.26,1.78,2.12,19.5,19.56,4.27,4.37,0.41,0.36,0.54,0.48,0.23,0.28,0.37,0.35
5964,2014_1257_1437,0.5,2014,1257,1437,29,28,28.91,25.75,4.78,5.1,61.03,56.06,6.58,6.0,8.06,9.03,3.88,2.98,21.71,25.03,5.7,5.13,16.24,18.0,6.8,6.16,24.65,25.25,7.51,7.07,13.71,11.28,3.66,3.59,24.18,25.81,4.65,3.97,15.68,15.62,4.62,3.94,10.29,11.84,3.12,3.84,10.12,6.94,3.65,3.06,4.62,4.03,1.78,2.35,19.5,19.72,4.27,4.33,0.41,0.46,0.54,0.54,0.23,0.29,0.37,0.33
5965,2014_1257_1438,0.5,2014,1257,1438,29,28,28.91,23.06,4.78,4.34,61.03,50.97,6.58,5.47,8.06,5.5,3.88,2.4,21.71,15.09,5.7,4.49,16.24,14.32,6.8,5.98,24.65,21.59,7.51,8.48,13.71,10.91,3.66,2.95,24.18,24.65,4.65,4.68,15.68,13.09,4.62,4.08,10.29,10.21,3.12,3.28,10.12,5.32,3.65,2.91,4.62,3.97,1.78,1.99,19.5,16.06,4.27,3.84,0.41,0.43,0.54,0.51,0.23,0.28,0.37,0.35
5966,2014_1257_1444,0.5,2014,1257,1444,29,22,28.91,23.71,4.78,5.73,61.03,50.81,6.58,7.1,8.06,5.87,3.88,2.47,21.71,17.81,5.7,3.99,16.24,18.87,6.8,7.16,24.65,26.29,7.51,9.22,13.71,9.65,3.66,2.89,24.18,24.87,4.65,4.74,15.68,11.1,4.62,3.7,10.29,14.16,3.12,4.04,10.12,5.74,3.65,2.71,4.62,3.48,1.78,2.29,19.5,18.29,4.27,4.85,0.41,0.53,0.54,0.52,0.23,0.46,0.37,0.32
5967,2014_1257_1451,0.5,2014,1257,1451,29,17,28.91,23.29,4.78,3.63,61.03,49.11,6.58,6.41,8.06,7.21,3.88,2.53,21.71,18.32,5.7,4.09,16.24,18.11,6.8,5.88,24.65,24.54,7.51,7.54,13.71,8.21,3.66,2.88,24.18,25.14,4.65,4.48,15.68,12.89,4.62,4.21,10.29,12.39,3.12,2.99,10.12,3.75,3.65,1.82,4.62,3.86,1.78,1.94,19.5,18.39,4.27,3.63,0.41,0.52,0.54,0.55,0.23,0.34,0.37,0.28
5968,2014_1257_1454,0.5,2014,1257,1454,29,20,28.91,22.79,4.78,4.11,61.03,53.09,6.58,5.9,8.06,7.12,3.88,2.87,21.71,21.61,5.7,4.71,16.24,17.7,6.8,5.81,24.65,24.15,7.51,7.44,13.71,9.79,3.66,3.56,24.18,23.52,4.65,5.2,15.68,13.24,4.62,4.27,10.29,13.64,3.12,3.59,10.12,5.64,3.65,2.18,4.62,2.42,1.78,1.89,19.5,18.3,4.27,3.31,0.41,0.46,0.54,0.5,0.23,0.37,0.37,0.29
5969,2014_1257_1455,0.5,2014,1257,1455,29,33,28.91,24.73,4.78,3.17,61.03,54.09,6.58,5.33,8.06,6.85,3.88,2.2,21.71,19.73,5.7,4.98,16.24,18.64,6.8,5.75,24.65,25.58,7.51,7.27,13.71,11.88,3.66,3.25,24.18,26.73,4.65,3.86,15.68,13.36,4.62,2.92,10.29,10.45,3.12,3.04,10.12,6.85,3.65,2.21,4.62,5.12,1.78,2.56,19.5,16.91,4.27,3.21,0.41,0.48,0.54,0.52,0.23,0.27,0.37,0.35
5970,2014_1257_1458,0.5,2014,1257,1458,29,26,28.91,24.21,4.78,5.02,61.03,52.88,6.58,5.88,8.06,7.76,3.88,2.29,21.71,20.79,5.7,3.7,16.24,17.36,6.8,6.71,24.65,23.33,7.51,8.07,13.71,8.79,3.66,2.93,24.18,24.39,4.65,4.44,15.68,12.12,4.62,3.2,10.29,8.06,3.12,2.98,10.12,5.0,3.65,2.3,4.62,3.52,1.78,1.99,19.5,14.94,4.27,3.32,0.41,0.46,0.54,0.53,0.23,0.19,0.37,0.28
5971,2014_1257_1459,0.5,2014,1257,1459,29,17,28.91,23.76,4.78,4.45,61.03,54.07,6.58,4.93,8.06,5.72,3.88,2.25,21.71,15.97,5.7,4.78,16.24,12.17,6.8,3.9,24.65,18.31,7.51,4.84,13.71,10.55,3.66,3.76,24.18,21.97,4.65,4.63,15.68,12.14,4.62,3.79,10.29,10.28,3.12,3.79,10.12,6.07,3.65,2.56,4.62,1.55,1.78,1.24,19.5,17.62,4.27,3.66,0.41,0.34,0.54,0.49,0.23,0.27,0.37,0.31
5972,2014_1257_1462,0.5,2014,1257,1462,29,21,28.91,25.64,4.78,3.93,61.03,54.39,6.58,7.59,8.06,5.21,3.88,2.56,21.71,14.73,5.7,5.01,16.24,15.73,6.8,6.04,24.65,22.85,7.51,8.63,13.71,11.15,3.66,3.63,24.18,24.67,4.65,4.93,15.68,14.85,4.62,3.82,10.29,12.36,3.12,4.37,10.12,5.85,3.65,2.99,4.62,2.94,1.78,2.21,19.5,19.91,4.27,4.62,0.41,0.43,0.54,0.52,0.23,0.35,0.37,0.34
5973,2014_1264_1269,0.5,2014,1264,1269,25,24,25.16,27.25,4.29,4.31,55.81,59.22,8.79,6.26,6.41,5.44,2.76,2.76,17.47,15.66,5.8,4.71,20.66,16.16,7.06,6.86,31.19,23.69,8.21,8.34,12.75,12.19,4.47,3.98,24.84,26.38,3.84,4.45,13.19,15.19,4.39,5.65,14.16,13.53,3.54,2.6,8.28,6.81,3.45,2.36,6.09,5.53,2.76,2.3,24.12,19.62,4.93,4.32,0.58,0.41,0.51,0.51,0.35,0.33,0.34,0.34
5974,2014_1264_1272,0.5,2014,1264,1272,25,22,25.16,28.03,4.29,5.38,55.81,59.03,8.79,6.12,6.41,5.39,2.76,2.38,17.47,16.06,5.8,4.47,20.66,15.39,7.06,4.82,31.19,23.58,8.21,8.01,12.75,12.68,4.47,3.77,24.84,24.71,3.84,5.49,13.19,17.0,4.39,4.58,14.16,13.39,3.54,3.36,8.28,8.65,3.45,3.32,6.09,4.77,2.76,2.51,24.12,18.03,4.93,4.58,0.58,0.41,0.51,0.52,0.35,0.33,0.34,0.36
5975,2014_1264_1273,0.5,2014,1264,1273,25,23,25.16,26.65,4.29,3.78,55.81,57.13,8.79,7.08,6.41,8.26,2.76,3.29,17.47,21.26,5.8,4.83,20.66,15.65,7.06,5.35,31.19,21.29,8.21,5.72,12.75,10.97,4.47,3.22,24.84,25.45,3.84,4.5,13.19,15.84,4.39,4.84,14.16,12.19,3.54,3.76,8.28,6.19,3.45,2.59,6.09,4.19,2.76,1.74,24.12,19.1,4.93,4.74,0.58,0.38,0.51,0.54,0.35,0.31,0.34,0.33
5976,2014_1264_1276,0.5,2014,1264,1276,25,25,25.16,25.61,4.29,4.7,55.81,53.82,8.79,6.16,6.41,8.48,2.76,3.42,17.47,21.55,5.8,5.59,20.66,14.7,7.06,5.08,31.19,19.3,8.21,5.92,12.75,8.85,4.47,3.63,24.84,22.94,3.84,4.62,13.19,14.21,4.39,4.48,14.16,9.39,3.54,2.56,8.28,5.12,3.45,2.72,6.09,2.52,2.76,2.02,24.12,14.55,4.93,2.86,0.58,0.36,0.51,0.56,0.35,0.23,0.34,0.28
5977,2014_1264_1277,0.5,2014,1264,1277,25,26,25.16,27.26,4.29,5.62,55.81,57.44,8.79,7.67,6.41,8.06,2.76,3.62,17.47,20.59,5.8,6.03,20.66,13.35,7.06,6.48,31.19,19.26,8.21,8.85,12.75,11.06,4.47,3.32,24.84,26.0,3.84,6.04,13.19,17.0,4.39,5.32,14.16,11.44,3.54,3.3,8.28,6.94,3.45,3.15,6.09,4.82,2.76,2.1,24.12,18.88,4.93,4.79,0.58,0.35,0.51,0.54,0.35,0.29,0.34,0.33
5978,2014_1264_1291,0.5,2014,1264,1291,25,16,25.16,25.66,4.29,4.53,55.81,58.22,8.79,6.08,6.41,8.88,2.76,2.93,17.47,24.91,5.8,5.49,20.66,16.06,7.06,5.21,31.19,21.69,8.21,7.17,12.75,10.06,4.47,3.65,24.84,22.12,3.84,5.4,13.19,11.75,4.39,3.46,14.16,12.0,3.54,3.26,8.28,7.16,3.45,2.75,6.09,3.06,2.76,1.93,24.12,18.75,4.93,4.3,0.58,0.38,0.51,0.52,0.35,0.28,0.34,0.28
5979,2014_1264_1295,0.5,2014,1264,1295,25,22,25.16,26.57,4.29,3.68,55.81,52.82,8.79,5.56,6.41,5.0,2.76,2.52,17.47,14.32,5.8,3.41,20.66,16.61,7.06,6.01,31.19,22.04,8.21,7.06,12.75,9.14,4.47,3.17,24.84,22.89,3.84,5.15,13.19,11.5,4.39,3.54,14.16,9.93,3.54,4.01,8.28,6.14,3.45,2.41,6.09,4.29,2.76,2.26,24.12,18.29,4.93,3.76,0.58,0.43,0.51,0.55,0.35,0.25,0.34,0.32
5980,2014_1264_1300,0.5,2014,1264,1300,25,26,25.16,23.9,4.29,4.53,55.81,52.61,8.79,6.72,6.41,5.03,2.76,2.5,17.47,15.45,5.8,3.47,20.66,19.39,7.06,7.64,31.19,26.71,8.21,8.36,12.75,11.45,4.47,3.39,24.84,23.16,3.84,4.85,13.19,14.1,4.39,3.96,14.16,11.39,3.54,4.21,8.28,7.68,3.45,2.98,6.09,3.84,2.76,2.49,24.12,20.1,4.93,4.57,0.58,0.53,0.51,0.5,0.35,0.3,0.34,0.35
5981,2014_1264_1301,0.5,2014,1264,1301,25,21,25.16,26.26,4.29,5.69,55.81,57.26,8.79,6.12,6.41,4.47,2.76,2.09,17.47,14.76,5.8,4.69,20.66,13.79,7.06,5.25,31.19,20.85,8.21,6.92,12.75,11.94,4.47,2.64,24.84,22.38,3.84,4.7,13.19,12.94,4.39,3.81,14.16,10.41,3.54,3.44,8.28,4.76,3.45,1.91,6.09,3.97,2.76,2.94,24.12,18.71,4.93,4.27,0.58,0.37,0.51,0.5,0.35,0.26,0.34,0.35
5982,2014_1264_1304,0.5,2014,1264,1304,25,19,25.16,22.45,4.29,3.29,55.81,52.58,8.79,6.46,6.41,5.94,2.76,2.08,17.47,17.52,5.8,4.07,20.66,16.16,7.06,7.12,31.19,22.48,8.21,9.36,12.75,8.81,4.47,3.5,24.84,24.55,3.84,4.07,13.19,9.58,4.39,3.41,14.16,10.9,3.54,3.25,8.28,6.87,3.45,2.68,6.09,2.97,2.76,1.74,24.12,20.29,4.93,4.77,0.58,0.44,0.51,0.49,0.35,0.28,0.34,0.26
5983,2014_1264_1307,0.5,2014,1264,1307,25,27,25.16,25.09,4.29,4.08,55.81,54.52,8.79,8.77,6.41,5.85,2.76,2.37,17.47,17.33,5.8,5.75,20.66,18.61,7.06,7.18,31.19,25.61,8.21,9.25,12.75,10.64,4.47,4.26,24.84,27.52,3.84,4.33,13.19,15.45,4.39,4.84,14.16,10.61,3.54,3.44,8.28,4.85,3.45,2.39,6.09,5.15,2.76,2.27,24.12,16.94,4.93,4.52,0.58,0.48,0.51,0.52,0.35,0.26,0.34,0.32
5984,2014_1264_1308,0.5,2014,1264,1308,25,25,25.16,25.79,4.29,3.93,55.81,53.0,8.79,5.96,6.41,5.15,2.76,2.31,17.47,14.21,5.8,4.42,20.66,19.91,7.06,6.78,31.19,29.03,8.21,9.77,12.75,12.03,4.47,3.19,24.84,25.26,3.84,4.91,13.19,13.0,4.39,3.46,14.16,12.65,3.54,3.46,8.28,4.65,3.45,2.14,6.09,6.21,2.76,2.95,24.12,17.15,4.93,4.16,0.58,0.56,0.51,0.54,0.35,0.33,0.34,0.38
5985,2014_1264_1314,0.5,2014,1264,1314,25,23,25.16,27.72,4.29,3.79,55.81,59.88,8.79,5.84,6.41,4.19,2.76,2.33,17.47,12.47,5.8,3.76,20.66,16.69,7.06,7.32,31.19,26.69,8.21,10.9,12.75,14.06,4.47,4.6,24.84,25.69,3.84,4.4,13.19,15.56,4.39,3.83,14.16,12.03,3.54,2.76,8.28,7.31,3.45,2.55,6.09,4.78,2.76,3.02,24.12,20.31,4.93,4.21,0.58,0.45,0.51,0.5,0.35,0.28,0.34,0.37
5986,2014_1264_1326,0.5,2014,1264,1326,25,25,25.16,24.09,4.29,4.03,55.81,53.68,8.79,5.19,6.41,5.79,2.76,2.91,17.47,17.79,5.8,3.67,20.66,15.82,7.06,5.79,31.19,22.97,8.21,7.32,12.75,10.09,4.47,3.87,24.84,24.0,3.84,4.44,13.19,12.03,4.39,3.87,14.16,11.18,3.54,3.21,8.28,7.65,3.45,2.75,6.09,4.5,2.76,2.57,24.12,16.5,4.93,4.05,0.58,0.43,0.51,0.5,0.35,0.28,0.34,0.3
5987,2014_1264_1328,0.5,2014,1264,1328,25,23,25.16,27.62,4.29,3.66,55.81,61.31,8.79,6.14,6.41,8.53,2.76,3.11,17.47,22.56,5.8,5.55,20.66,18.38,7.06,6.57,31.19,24.5,8.21,8.64,12.75,11.88,4.47,3.46,24.84,25.78,3.84,5.32,13.19,14.66,4.39,3.83,14.16,11.44,3.54,3.49,8.28,6.84,3.45,2.27,6.09,3.28,2.76,2.0,24.12,19.03,4.93,3.51,0.58,0.4,0.51,0.52,0.35,0.26,0.34,0.32
5988,2014_1264_1329,0.5,2014,1264,1329,25,21,25.16,26.42,4.29,4.38,55.81,56.85,8.79,7.43,6.41,7.15,2.76,3.07,17.47,19.42,5.8,5.34,20.66,20.33,7.06,7.17,31.19,28.09,8.21,9.66,12.75,9.55,4.47,3.17,24.84,25.7,3.84,4.98,13.19,13.64,4.39,4.71,14.16,10.42,3.54,2.51,8.28,7.58,3.45,3.66,6.09,4.79,2.76,2.52,24.12,19.61,4.93,4.74,0.58,0.51,0.51,0.53,0.35,0.23,0.34,0.28
5989,2014_1264_1332,0.5,2014,1264,1332,25,23,25.16,27.41,4.29,4.47,55.81,58.56,8.79,8.58,6.41,7.78,2.76,2.54,17.47,19.84,5.8,4.75,20.66,19.25,7.06,6.91,31.19,25.12,8.21,8.96,12.75,10.78,4.47,3.95,24.84,23.5,3.84,5.27,13.19,14.44,4.39,4.09,14.16,11.66,3.54,3.87,8.28,7.94,3.45,2.88,6.09,3.38,2.76,2.18,24.12,21.25,4.93,3.79,0.58,0.44,0.51,0.54,0.35,0.27,0.34,0.32
5990,2014_1264_1338,0.5,2014,1264,1338,25,25,25.16,24.85,4.29,5.58,55.81,53.88,8.79,7.36,6.41,5.15,2.76,2.76,17.47,14.44,5.8,4.41,20.66,17.62,7.06,5.87,31.19,24.79,8.21,7.73,12.75,12.15,4.47,4.17,24.84,23.94,3.84,4.14,13.19,15.62,4.39,4.51,14.16,10.56,3.54,2.88,8.28,7.0,3.45,2.73,6.09,3.0,2.76,1.87,24.12,17.5,4.93,4.25,0.58,0.47,0.51,0.51,0.35,0.27,0.34,0.38
5991,2014_1264_1344,0.5,2014,1264,1344,25,23,25.16,24.15,4.29,4.25,55.81,56.79,8.79,7.15,6.41,6.29,2.76,2.74,17.47,18.0,5.8,4.65,20.66,18.62,7.06,6.81,31.19,23.82,8.21,8.11,12.75,12.44,4.47,4.32,24.84,24.38,3.84,4.26,13.19,13.65,4.39,3.67,14.16,11.65,3.54,3.27,8.28,5.59,3.45,2.49,6.09,4.85,2.76,3.07,24.12,17.32,4.93,3.88,0.58,0.43,0.51,0.48,0.35,0.29,0.34,0.35
5992,2014_1264_1361,0.5,2014,1264,1361,25,27,25.16,23.55,4.29,3.65,55.81,55.39,8.79,6.03,6.41,4.74,2.76,2.18,17.47,13.97,5.8,3.8,20.66,16.52,7.06,6.56,31.19,24.87,8.21,8.87,12.75,12.9,4.47,4.04,24.84,23.9,3.84,4.71,13.19,9.35,4.39,3.76,14.16,9.77,3.54,3.24,8.28,7.45,3.45,3.18,6.09,4.97,2.76,2.48,24.12,16.65,4.93,3.57,0.58,0.46,0.51,0.47,0.35,0.24,0.34,0.36
5993,2014_1264_1372,0.5,2014,1264,1372,25,29,25.16,26.23,4.29,4.51,55.81,56.84,8.79,5.65,6.41,7.16,2.76,2.07,17.47,20.35,5.8,4.56,20.66,16.23,7.06,4.92,31.19,22.81,8.21,5.84,12.75,13.0,4.47,2.71,24.84,20.61,3.84,4.7,13.19,16.42,4.39,4.15,14.16,10.97,3.54,3.2,8.28,7.03,3.45,3.02,6.09,3.16,2.76,2.38,24.12,20.9,4.93,2.9,0.58,0.41,0.51,0.53,0.35,0.28,0.34,0.39
5994,2014_1264_1386,0.5,2014,1264,1386,25,24,25.16,24.64,4.29,3.71,55.81,52.58,8.79,5.78,6.41,7.36,2.76,3.84,17.47,19.36,5.8,5.12,20.66,14.64,7.06,6.02,31.19,22.82,8.21,7.46,12.75,9.61,4.47,3.92,24.84,26.3,3.84,4.45,13.19,14.06,4.39,4.8,14.16,12.33,3.54,3.79,8.28,4.48,3.45,2.46,6.09,4.61,2.76,2.32,24.12,15.82,4.93,4.29,0.58,0.44,0.51,0.54,0.35,0.33,0.34,0.29
5995,2014_1264_1387,0.5,2014,1264,1387,25,25,25.16,24.29,4.29,3.28,55.81,54.65,8.79,5.68,6.41,5.71,2.76,2.58,17.47,17.84,5.8,4.36,20.66,15.77,7.06,4.9,31.19,22.19,8.21,6.9,12.75,9.94,4.47,3.04,24.84,25.74,3.84,4.62,13.19,14.1,4.39,3.68,14.16,12.61,3.54,3.26,8.28,7.39,3.45,2.49,6.09,4.23,2.76,2.16,24.12,17.29,4.93,3.5,0.58,0.41,0.51,0.5,0.35,0.33,0.34,0.29
5996,2014_1264_1390,0.5,2014,1264,1390,25,21,25.16,25.27,4.29,4.5,55.81,54.42,8.79,8.42,6.41,5.91,2.76,2.67,17.47,15.94,5.8,5.21,20.66,17.06,7.06,5.82,31.19,24.27,8.21,6.61,12.75,9.67,4.47,4.58,24.84,25.18,3.84,4.79,13.19,11.79,4.39,4.28,14.16,11.24,3.54,2.91,8.28,5.09,3.45,2.48,6.09,4.24,2.76,2.03,24.12,18.06,4.93,4.23,0.58,0.46,0.51,0.52,0.35,0.28,0.34,0.29
5997,2014_1264_1393,0.5,2014,1264,1393,25,27,25.16,24.06,4.29,4.46,55.81,55.06,8.79,7.53,6.41,5.0,2.76,2.74,17.47,14.94,5.8,5.86,20.66,15.03,7.06,6.58,31.19,21.38,8.21,8.33,12.75,13.19,4.47,4.99,24.84,22.06,3.84,5.03,13.19,11.94,4.39,4.07,14.16,8.91,3.54,2.29,8.28,8.03,3.45,3.02,6.09,4.94,2.76,2.21,24.12,15.91,4.93,4.42,0.58,0.4,0.51,0.49,0.35,0.22,0.34,0.37
5998,2014_1264_1397,0.5,2014,1264,1397,25,20,25.16,24.41,4.29,4.13,55.81,55.16,8.79,6.53,6.41,5.56,2.76,2.7,17.47,16.88,5.8,4.47,20.66,16.12,7.06,6.38,31.19,22.78,8.21,7.56,12.75,13.72,4.47,4.62,24.84,25.03,3.84,4.21,13.19,12.09,4.39,3.87,14.16,10.88,3.54,3.63,8.28,5.19,3.45,2.1,6.09,4.72,2.76,2.61,24.12,17.19,4.93,4.04,0.58,0.42,0.51,0.5,0.35,0.29,0.34,0.39
5999,2014_1264_1400,0.5,2014,1264,1400,25,23,25.16,25.79,4.29,3.77,55.81,59.85,8.79,7.89,6.41,5.12,2.76,2.5,17.47,15.79,5.8,4.78,20.66,17.42,7.06,5.6,31.19,26.24,8.21,7.76,12.75,15.06,4.47,4.51,24.84,26.7,3.84,5.33,13.19,12.76,4.39,3.51,14.16,12.36,3.54,3.04,8.28,5.76,3.45,2.44,6.09,6.0,2.76,2.84,24.12,19.06,4.93,4.74,0.58,0.45,0.51,0.48,0.35,0.31,0.34,0.39
6000,2014_1264_1409,0.5,2014,1264,1409,25,21,25.16,24.67,4.29,4.65,55.81,55.82,8.79,6.45,6.41,5.76,2.76,2.76,17.47,17.7,5.8,5.32,20.66,18.0,7.06,5.77,31.19,26.67,8.21,8.97,12.75,10.79,4.47,2.34,24.84,25.52,3.84,4.03,13.19,12.52,4.39,4.14,14.16,11.45,3.54,3.88,8.28,6.97,3.45,2.38,6.09,3.79,2.76,1.98,24.12,21.42,4.93,5.17,0.58,0.49,0.51,0.49,0.35,0.28,0.34,0.31
6001,2014_1264_1411,0.5,2014,1264,1411,25,18,25.16,24.84,4.29,3.98,55.81,54.22,8.79,7.2,6.41,6.31,2.76,2.29,17.47,17.59,5.8,3.53,20.66,19.06,7.06,5.17,31.19,26.81,8.21,7.12,12.75,11.28,4.47,4.25,24.84,25.44,3.84,5.9,13.19,13.66,4.39,4.9,14.16,13.22,3.54,3.26,8.28,4.59,3.45,2.38,6.09,3.53,2.76,2.02,24.12,16.56,4.93,3.74,0.58,0.51,0.51,0.52,0.35,0.35,0.34,0.33
6002,2014_1264_1417,0.5,2014,1264,1417,25,26,25.16,29.06,4.29,5.37,55.81,59.29,8.79,5.28,6.41,6.38,2.76,2.5,17.47,16.32,5.8,4.72,20.66,17.32,7.06,5.55,31.19,23.12,8.21,6.35,12.75,10.09,4.47,2.55,24.84,25.56,3.84,4.75,13.19,17.21,4.39,4.01,14.16,10.53,3.54,2.5,8.28,9.38,3.45,2.92,6.09,2.88,2.76,1.65,24.12,17.74,4.93,4.36,0.58,0.4,0.51,0.55,0.35,0.23,0.34,0.31
6003,2014_1264_1418,0.5,2014,1264,1418,25,20,25.16,27.39,4.29,4.14,55.81,59.74,8.79,6.9,6.41,7.23,2.76,2.77,17.47,19.32,5.8,5.19,20.66,17.84,7.06,6.36,31.19,26.84,8.21,9.04,12.75,13.65,4.47,4.02,24.84,24.19,3.84,5.77,13.19,13.1,4.39,3.44,14.16,13.87,3.54,3.82,8.28,7.0,3.45,3.01,6.09,3.94,2.76,2.48,24.12,21.16,4.93,4.31,0.58,0.46,0.51,0.52,0.35,0.34,0.34,0.36
6004,2014_1264_1433,0.5,2014,1264,1433,25,26,25.16,26.24,4.29,3.9,55.81,62.68,8.79,5.85,6.41,7.41,2.76,2.81,17.47,21.26,5.8,4.96,20.66,15.09,7.06,7.87,31.19,22.38,8.21,10.01,12.75,14.15,4.47,4.86,24.84,23.74,3.84,4.62,13.19,13.12,4.39,4.28,14.16,12.26,3.54,3.53,8.28,11.18,3.45,3.86,6.09,4.26,2.76,2.12,24.12,19.56,4.93,4.37,0.58,0.36,0.51,0.48,0.35,0.28,0.34,0.35
6005,2014_1264_1437,0.5,2014,1264,1437,25,28,25.16,25.75,4.29,5.1,55.81,56.06,8.79,6.0,6.41,9.03,2.76,2.98,17.47,25.03,5.8,5.13,20.66,18.0,7.06,6.16,31.19,25.25,8.21,7.07,12.75,11.28,4.47,3.59,24.84,25.81,3.84,3.97,13.19,15.62,4.39,3.94,14.16,11.84,3.54,3.84,8.28,6.94,3.45,3.06,6.09,4.03,2.76,2.35,24.12,19.72,4.93,4.33,0.58,0.46,0.51,0.54,0.35,0.29,0.34,0.33
6006,2014_1264_1438,0.5,2014,1264,1438,25,28,25.16,23.06,4.29,4.34,55.81,50.97,8.79,5.47,6.41,5.5,2.76,2.4,17.47,15.09,5.8,4.49,20.66,14.32,7.06,5.98,31.19,21.59,8.21,8.48,12.75,10.91,4.47,2.95,24.84,24.65,3.84,4.68,13.19,13.09,4.39,4.08,14.16,10.21,3.54,3.28,8.28,5.32,3.45,2.91,6.09,3.97,2.76,1.99,24.12,16.06,4.93,3.84,0.58,0.43,0.51,0.51,0.35,0.28,0.34,0.35
6007,2014_1264_1444,0.5,2014,1264,1444,25,22,25.16,23.71,4.29,5.73,55.81,50.81,8.79,7.1,6.41,5.87,2.76,2.47,17.47,17.81,5.8,3.99,20.66,18.87,7.06,7.16,31.19,26.29,8.21,9.22,12.75,9.65,4.47,2.89,24.84,24.87,3.84,4.74,13.19,11.1,4.39,3.7,14.16,14.16,3.54,4.04,8.28,5.74,3.45,2.71,6.09,3.48,2.76,2.29,24.12,18.29,4.93,4.85,0.58,0.53,0.51,0.52,0.35,0.46,0.34,0.32
6008,2014_1264_1451,0.5,2014,1264,1451,25,17,25.16,23.29,4.29,3.63,55.81,49.11,8.79,6.41,6.41,7.21,2.76,2.53,17.47,18.32,5.8,4.09,20.66,18.11,7.06,5.88,31.19,24.54,8.21,7.54,12.75,8.21,4.47,2.88,24.84,25.14,3.84,4.48,13.19,12.89,4.39,4.21,14.16,12.39,3.54,2.99,8.28,3.75,3.45,1.82,6.09,3.86,2.76,1.94,24.12,18.39,4.93,3.63,0.58,0.52,0.51,0.55,0.35,0.34,0.34,0.28
6009,2014_1264_1454,0.5,2014,1264,1454,25,20,25.16,22.79,4.29,4.11,55.81,53.09,8.79,5.9,6.41,7.12,2.76,2.87,17.47,21.61,5.8,4.71,20.66,17.7,7.06,5.81,31.19,24.15,8.21,7.44,12.75,9.79,4.47,3.56,24.84,23.52,3.84,5.2,13.19,13.24,4.39,4.27,14.16,13.64,3.54,3.59,8.28,5.64,3.45,2.18,6.09,2.42,2.76,1.89,24.12,18.3,4.93,3.31,0.58,0.46,0.51,0.5,0.35,0.37,0.34,0.29
6010,2014_1264_1455,0.5,2014,1264,1455,25,33,25.16,24.73,4.29,3.17,55.81,54.09,8.79,5.33,6.41,6.85,2.76,2.2,17.47,19.73,5.8,4.98,20.66,18.64,7.06,5.75,31.19,25.58,8.21,7.27,12.75,11.88,4.47,3.25,24.84,26.73,3.84,3.86,13.19,13.36,4.39,2.92,14.16,10.45,3.54,3.04,8.28,6.85,3.45,2.21,6.09,5.12,2.76,2.56,24.12,16.91,4.93,3.21,0.58,0.48,0.51,0.52,0.35,0.27,0.34,0.35
